0.137709               0.179629               0.0286627               0.724152               
0.00344903               0.00530234               0.00315246               0.999741               
0.00230201               0.00459204               0.00268123               1               
0.0017623               0.00427064               0.00297868               1               
0.00158715               0.0042284               0.00356809               0.999999               
0.00147964               0.00423603               0.00337676               0.999999               
0.00143778               0.00419121               0.00334899               1               
0.00130827               0.00408868               0.00353915               1               
0.00183437               0.00446086               0.0036131               1               
0.00134618               0.00414174               0.00333547               1               
0.00156652               0.00432162               0.003467               1               
0.00137239               0.00427819               0.00374691               1               
0.00165362               0.00434288               0.00359691               1               
0.00150184               0.0041821               0.00320217               1               
0.0014964               0.00420315               0.0029115               1               
0.00169936               0.00429838               0.00282633               1               
0.00146282               0.00417898               0.00333042               1               
0.00140014               0.00415441               0.00361944               1               
0.00156221               0.00421889               0.00347523               1               
0.00173505               0.00423829               0.00327248               1               
